TEAM_ID,OPP_ID,TM_SITE,pred.adj
7722,6454,0,0.6391291077423948
6543,6454,0,0.15926764445319422
7047,6454,0,0.2860566801619433
6059,6454,-1,0.1278874150760272
7719,6454,-1,0.1014952720609888
7237,6454,-1,0.14086166273981826
6634,6454,-1,0.0629277249207144
6296,6454,-1,0.06374713635910885
5462,6454,-1,0.04238193841426757
7600,6454,-1,0.055140878219353096
5239,6454,-1,0.018643155202584468
5404,6454,-1,0.024108909231130335
7171,6454,-1,0.014171536033313186
7654,6454,-1,0.04866813538954537
7207,6454,-1,0.022731065789912876
6964,6454,0,0.6726306103670381
7421,6454,0,0.3045414670355625
6248,6454,0,0.24510658265183002
7621,6454,0,0.13966885019256722
6527,6454,0,0.4324817518248176
5814,6454,0,0.1417034272141161
5438,6454,0,0.045575683972607355
5565,6454,0,0.11809368856348725
6638,6454,0,0.06553918174924998
5274,6454,0,0.07526305207425775
7566,6454,0,0.014673489443898475
7186,6454,0,0.07655191294230372
8077,6454,0,0.017347319822113585
6871,6454,0,0.036706053685499625
5480,6454,0,0.0315831824582579
5364,6454,0,0.009895639839238071
5326,6454,0,0.5984997195737521
6245,6454,0,0.2869046056947907
6826,6454,0,0.14122448979591837
7351,6454,0,0.15898245849855502
5994,6454,0,0.06585612968591692
6314,6454,0,0.18351800554016623
6703,6454,0,0.1927974402507509
5489,6454,0,0.07223050173869845
7740,6454,0,0.09680890413262044
5837,6454,0,0.09699590960906593
7141,6454,0,0.05478612992139382
5456,6454,0,0.04146654941486842
5335,6454,0,0.051002068567940595
6498,6454,0,0.017463421212325535
6599,6454,0,0.05776002166847235
5135,6454,0,0.03806204959907973
6706,6454,0,0.665802123318463
7044,6454,0,0.6699025807554264
7578,6454,0,0.14999173690299122
6625,6454,0,0.13026757487859725
5233,6454,0,0.13048310126168533
7360,6454,0,0.16350886222536754
7618,6454,0,0.1304187974196999
7357,6454,0,0.0685880698935529
5649,6454,0,0.07815678828156788
6222,6454,0,0.05068502395896604
7168,6454,0,0.08190527594116853
5562,6454,0,0.0495773129904685
66657,6454,0,0.09531660049794764
5997,6454,0,0.016231474947071275
7131,6454,0,0.04499205624852111
7393,6454,0,0.032769343944358986
6454,7722,0,0.3608708922576051
6543,7722,0,0.08362584503380135
7047,7722,0,0.22488725572072826
6059,7722,-1,0.05855398815173632
7719,7722,-1,0.041104899704044726
7237,7722,-1,0.10318814855270347
6634,7722,-1,0.03428571428571428
6296,7722,-1,0.03721206913645526
5462,7722,-1,0.027592360055515172
7600,7722,-1,0.029452828934246392
5239,7722,-1,0.008882655446470312
5404,7722,-1,0.01993090619186819
7171,7722,-1,0.004212637913741224
7654,7722,-1,0.02102191717232004
7207,7722,-1,0.009226874521168516
6964,7722,0,0.5536161243577921
7421,7722,0,0.17711847588807306
6248,7722,0,0.16773555297809922
7621,7722,0,0.055088088351301606
6527,7722,0,0.2872449327782707
5814,7722,0,0.08571721521583102
5438,7722,0,0.025962279320625774
5565,7722,0,0.09301402487430536
6638,7722,0,0.040929530311484545
5274,7722,0,0.036679149391467165
7566,7722,0,0.006653359946773121
7186,7722,0,0.052916916117874004
8077,7722,0,0.004179903026249791
6871,7722,0,0.012481278082875689
5480,7722,0,0.017574340126962913
5364,7722,0,0.0015077902496230527
5326,7722,0,0.6032292999901545
6245,7722,0,0.23340733622717783
6826,7722,0,0.07599592761667047
7351,7722,0,0.09599159581103708
5994,7722,0,0.04200214707461084
6314,7722,0,0.10633791163329472
6703,7722,0,0.14864732565349348
5489,7722,0,0.055285401912470215
7740,7722,0,0.061462856373489506
5837,7722,0,0.08192897736605236
7141,7722,0,0.029002009377093102
5456,7722,0,0.03178127589063795
5335,7722,0,0.04545908682186034
6498,7722,0,0.010092854259184497
6599,7722,0,0.038207627843338456
5135,7722,0,0.028555998109768447
6706,7722,0,0.4848966064832395
7044,7722,0,0.5283388704318936
7578,7722,0,0.09591189830397698
6625,7722,0,0.06639792875167962
5233,7722,0,0.07517876059322033
7360,7722,0,0.1029344337459881
7618,7722,0,0.06445507073122135
7357,7722,0,0.045640667132727436
5649,7722,0,0.06404087013843113
6222,7722,0,0.028431274401842028
