ID,Pred
2019_3163_3257,0.6391291077423948
2019_3211_3257,0.1278874150760272
2019_3243_3257,0.06374713635910885
2019_3138_3257,0.04238193841426757
2019_3114_3257,0.018643155202584468
2019_3129_3257,0.024108909231130335
2019_3235_3257,0.24510658265183002
2019_3177_3257,0.1417034272141161
2019_3140_3257,0.045575683972607355
2019_3141_3257,0.11809368856348725
2019_3120_3257,0.07526305207425775
2019_3126_3257,0.009895639839238071
2019_3124_3257,0.5984997195737521
2019_3234_3257,0.2869046056947907
2019_3199_3257,0.06585612968591692
2019_3246_3257,0.18351800554016623
2019_3143_3257,0.07223050173869845
2019_3179_3257,0.09699590960906593
2019_3137_3257,0.04146654941486842
2019_3125_3257,0.051002068567940595
2019_3101_3257,0.03806204959907973
2019_3113_3257,0.13048310126168533
2019_3155_3257,0.07815678828156788
2019_3231_3257,0.05068502395896604
2019_3195_3257,0.09531660049794764
2019_3200_3257,0.016231474947071275
2019_3138_3163,0.027592360055515172
2019_3114_3163,0.008882655446470312
2019_3129_3163,0.01993090619186819
2019_3140_3163,0.025962279320625774
2019_3141_3163,0.09301402487430536
2019_3120_3163,0.036679149391467165
2019_3126_3163,0.0015077902496230527
2019_3124_3163,0.6032292999901545
2019_3143_3163,0.055285401912470215
2019_3137_3163,0.03178127589063795
2019_3125_3163,0.04545908682186034
2019_3101_3163,0.028555998109768447
2019_3113_3163,0.07517876059322033
2019_3155_3163,0.06404087013843113
2019_3257_3268,0.8407323555468057
2019_3163_3268,0.9163741549661988
2019_3211_3268,0.38608245712958983
2019_3243_3268,0.07825738875175128
2019_3138_3268,0.0708776595744681
2019_3114_3268,0.014267404209390178
2019_3129_3268,0.04027997442541307
2019_3235_3268,0.594918621266511
2019_3266_3268,0.8142049234863606
2019_3177_3268,0.3735370828596269
2019_3140_3268,0.028313273786943472
2019_3141_3268,0.18529714646380757
2019_3120_3268,0.11097447487370382
2019_3126_3268,0.006015037593984962
2019_3124_3268,0.8133005258190643
2019_3234_3268,0.5931395426361757
2019_3199_3268,0.1230454331924032
2019_3246_3268,0.5257033290356706
2019_3143_3268,0.15344053974388364
2019_3179_3268,0.12244139701411877
2019_3137_3268,0.03149846060154955
2019_3125_3268,0.06053744464053812
2019_3263_3268,0.020430071454929716
2019_3101_3268,0.07091386625361976
2019_3113_3268,0.4683886271538234
2019_3155_3268,0.10230692076228687
2019_3231_3268,0.10331807398001805
2019_3195_3268,0.1172377403291231
2019_3200_3268,0.013465746507322003
2019_3257_3333,0.7139433198380567
2019_3163_3333,0.7751127442792718
2019_3268_3333,0.39057745444370606
2019_3211_3333,0.33640113167672225
2019_3276_3333,0.16883478260869567
2019_3243_3333,0.1193729477809554
2019_3138_3333,0.1264434574649812
2019_3114_3333,0.05238047239861573
