"TEAM_ID","OPP_ID","TEAM_PRED_WINPCT","Round"
5174,5204,0.299636638271141,"Elite 8"
5174,5230,0.111442271934428,"Final Four"
5174,5236,0.188792751496063,"Champ Game"
5174,5326,0.0567810589241795,"Elite 8"
5174,5335,0.192591629479701,"Sweet 16"
5174,5438,0.102613052856124,"Elite 8"
5174,5462,0.156500901950897,"Sweet 16"
5174,5562,0.0697110572334558,"Champ Game"
5174,5687,0.15956735770014,"Final Four"
5174,5735,0.176204950365468,"Final Four"
5174,5790,0.127980852703695,"Final Four"
5174,5796,0.16198710276877,"Champ Game"
5174,5814,0.243435503900651,"Final Four"
5174,5939,0.272703468003913,"Champ Game"
5174,5988,0.210928602705751,"Champ Game"
5174,5994,0.304995545910511,"Champ Game"
5174,6036,0.181097798037772,"Champ Game"
5174,6046,0.189189973318369,"Final Four"
5174,6059,0.0982032689798346,"Round of 32"
5174,6138,0.408327289303606,"Elite 8"
5174,6177,0.486732358975623,"Final Four"
5174,6212,0.328954909561389,"Final Four"
5174,6220,0.754353243646378,"Final Four"
5174,6222,0.101782033019525,"Champ Game"
5174,6245,0.0691034345369718,"Final Four"
5174,6248,0.102670228530524,"Final Four"
5174,6257,0.169853537697217,"Champ Game"
5174,6259,0.263252783011782,"Champ Game"
5174,6293,0.246831451683985,"Champ Game"
5174,6296,0.281528156904016,"Champ Game"
5174,6314,0.11425706046978,"Champ Game"
5174,6449,0.374393989130186,"Champ Game"
5174,6454,0.0429285006392375,"Round of 64"
5174,6469,0.0972177683310646,"Champ Game"
5174,6543,0.0905868199073946,"Champ Game"
5174,6599,0.286281966947506,"Champ Game"
5174,6625,0.184164108196781,"Final Four"
5174,6634,0.096527348212246,"Elite 8"
5174,6731,0.406389060805976,"Champ Game"
5174,6793,0.597087112449919,"Champ Game"
5174,6820,0.24008535752656,"Champ Game"
5174,6826,0.0317335155609091,"Champ Game"
5174,6841,0.169609949796297,"Round of 32"
5174,6964,0.133394377230033,"Champ Game"
5174,7013,0.130744993723825,"Champ Game"
5174,7025,0.191982251484489,"Champ Game"
5174,7033,0.14413739150774,"Elite 8"
5174,7044,0.144333465642371,"Sweet 16"
5174,7141,0.0876750967675591,"Champ Game"
5174,7351,0.0214457412728635,"Final Four"
5174,7357,0.119983930170474,"Elite 8"
5174,7375,0.171284469282238,"Final Four"
5174,7421,0.022124091892644,"Champ Game"
5174,7440,0.139482936441612,"Final Four"
5174,7566,0.153152492678599,"Champ Game"
5174,7600,0.139628050519579,"Sweet 16"
5174,7616,0.292616940648693,"Final Four"
5174,7618,0.0407434746062334,"Champ Game"
5174,7722,0.0406719705108644,"Champ Game"
5174,7726,0.190805863319603,"Champ Game"
5174,7740,0.12889479390731,"Final Four"
5174,7752,0.271334966115429,"Final Four"
5174,7770,0.202737951349591,"Champ Game"
5174,7797,0.104653405555785,"Champ Game"
5174,7805,0.169861792313002,"Elite 8"
5174,7861,0.222314456948563,"Champ Game"
5174,66657,0.104179164518334,"Champ Game"
5204,5174,0.700363361728859,"Elite 8"
5204,5230,0.226695681549327,"Final Four"
5204,5236,0.352322724506523,"Champ Game"
5204,5326,0.123351633431378,"Sweet 16"
5204,5335,0.357960132067176,"Elite 8"
5204,5438,0.210902615990034,"Round of 32"
5204,5462,0.302490068726223,"Elite 8"
5204,5562,0.149045436894481,"Champ Game"
5204,5687,0.3073746400396,"Final Four"
5204,5735,0.333311549194665,"Final Four"
5204,5790,0.255421728481163,"Final Four"
5204,5796,0.311205818306355,"Champ Game"
5204,5814,0.429251173590887,"Final Four"
5204,5939,0.467067616902564,"Champ Game"
5204,5988,0.384543263079728,"Champ Game"
5204,5994,0.506351576410324,"Champ Game"
5204,6036,0.340762366332023,"Champ Game"
5204,6046,0.352914328520241,"Final Four"
5204,6059,0.202891268435132,"Elite 8"
5204,6138,0.617309549001197,"Sweet 16"
5204,6177,0.6891065658245,"Final Four"
5204,6212,0.533975838091335,"Final Four"
5204,6220,0.877717940542771,"Final Four"
5204,6222,0.209399244757573,"Champ Game"
5204,6245,0.147856216208163,"Final Four"
5204,6248,0.211005942630533,"Final Four"
5204,6257,0.323521111365183,"Champ Game"
5204,6259,0.455095969973558,"Champ Game"
5204,6293,0.433753139561072,"Champ Game"
5204,6296,0.478047797474816,"Champ Game"
5204,6314,0.231662558048685,"Champ Game"
5204,6449,0.583125362513955,"Champ Game"
5204,6454,0.0948921270990933,"Elite 8"
5204,6469,0.201089456426852,"Champ Game"
5204,6543,0.18885580440019,"Champ Game"
5204,6599,0.483885084500706,"Champ Game"
5204,6625,0.345391856155669,"Final Four"
5204,6634,0.199824640710325,"Round of 64"
5204,6731,0.615411119861153,"Champ Game"
5204,6793,0.775976520112585,"Champ Game"
5204,6820,0.424779595435236,"Champ Game"
5204,6826,0.0711534196773244,"Champ Game"
5204,6841,0.323142931350829,"Elite 8"
5204,6964,0.264590281716067,"Champ Game"
5204,7013,0.260117302669536,"Champ Game"
5204,7025,0.357058904837662,"Champ Game"
5204,7033,0.282455458969434,"Sweet 16"
5204,7044,0.28277752355021,"Elite 8"
5204,7141,0.183422509524824,"Champ Game"
5204,7351,0.0487291506932231,"Final Four"
5204,7357,0.24166851404121,"Sweet 16"
5204,7375,0.325738642324723,"Final Four"
5204,7421,0.0502262080537981,"Champ Game"
5204,7440,0.27476841473659,"Final Four"
5204,7566,0.297118393132362,"Champ Game"
5204,7600,0.275009295139474,"Elite 8"
5204,7616,0.491580998007865,"Final Four"
5204,7618,0.0903117747435982,"Champ Game"
5204,7722,0.0901614555532057,"Champ Game"
5204,7726,0.355315799091419,"Champ Game"
5204,7740,0.256977559473523,"Final Four"
5204,7752,0.465347817030795,"Final Four"
5204,7770,0.372796021916285,"Champ Game"
5204,7797,0.214581318308654,"Champ Game"
5204,7805,0.323533923470859,"Round of 32"
5204,7861,0.400543592797304,"Champ Game"
5204,66657,0.213727846045278,"Champ Game"
5230,5174,0.888557728065572,"Final Four"
5230,5204,0.773304318450673,"Final Four"
5230,5236,0.649813423738409,"Champ Game"
5230,5326,0.324316971511368,"Final Four"
5230,5335,0.655394116932285,"Final Four"
5230,5438,0.476909161398841,"Final Four"
5230,5462,0.596666806716102,"Final Four"
5230,5562,0.374011985318234,"Champ Game"
5230,5687,0.602200474519241,"Elite 8"
5230,5735,0.630373377111118,"Elite 8"
5230,5790,0.539209872512321,"Elite 8"
5230,5796,0.606488656491777,"Champ Game"
5230,5814,0.719535186163976,"Elite 8"
5230,5939,0.749349062661808,"Champ Game"
5230,5988,0.680648967620744,"Champ Game"
5230,5994,0.777727451793933,"Champ Game"
5230,6036,0.638108858861973,"Champ Game"
5230,6046,0.650402925546062,"Elite 8"
5230,6059,0.464744419205902,"Final Four"
5230,6138,0.846213746055211,"Final Four"
5230,6177,0.88319187826089,"Sweet 16"
5230,6212,0.79627559990646,"Elite 8"
5230,6220,0.960761172288189,"Sweet 16"
5230,6222,0.47465018709242,"Champ Game"
5230,6245,0.371812069828325,"Elite 8"
5230,6248,0.477064021949088,"Elite 8"
5230,6257,0.61997150453427,"Champ Game"
5230,6259,0.74019124323741,"Champ Game"
5230,6293,0.723223820932019,"Champ Game"
5230,6296,0.757532516987415,"Champ Game"
5230,6314,0.507028775799937,"Champ Game"
5230,6449,0.826737692996268,"Champ Game"
5230,6454,0.263423665673246,"Final Four"
5230,6469,0.461964880186512,"Champ Game"
5230,6543,0.442653975209409,"Champ Game"
5230,6599,0.761801588765326,"Champ Game"
5230,6625,0.642838836713961,"Sweet 16"
5230,6634,0.460003994449201,"Final Four"
5230,6731,0.845166036316194,"Champ Game"
5230,6793,0.921971167298307,"Champ Game"
5230,6820,0.715832287568365,"Champ Game"
5230,6826,0.20717460966645,"Champ Game"
5230,6841,0.619564169165132,"Final Four"
5230,6964,0.551026463023914,"Champ Game"
5230,7013,0.545301721668052,"Champ Game"
5230,7025,0.654507431223266,"Champ Game"
5230,7033,0.573158610594453,"Final Four"
5230,7044,0.573547194580471,"Final Four"
5230,7141,0.433824167819586,"Champ Game"
5230,7351,0.148747665341926,"Sweet 16"
5230,7357,0.520865512984459,"Final Four"
5230,7375,0.622351620673681,"Sweet 16"
5230,7421,0.152823844826611,"Champ Game"
5230,7440,0.563776146120034,"Round of 32"
5230,7566,0.590493625554781,"Champ Game"
5230,7600,0.56407332802398,"Final Four"
5230,7616,0.76734591435896,"Elite 8"
5230,7618,0.25298219006509,"Champ Game"
5230,7722,0.252636308302858,"Champ Game"
5230,7726,0.65278656168882,"Champ Game"
5230,7740,0.54123777995647,"Round of 32"
5230,7752,0.748048811079843,"Round of 64"
5230,7770,0.669698944796181,"Champ Game"
5230,7797,0.482391283433445,"Champ Game"
5230,7805,0.619985297066025,"Final Four"
5230,7861,0.695055837471728,"Champ Game"
5230,66657,0.481125128948948,"Champ Game"
5236,5174,0.811207248503937,"Champ Game"
5236,5204,0.647677275493477,"Champ Game"
5236,5230,0.350186576261591,"Champ Game"
5236,5326,0.205507352073168,"Champ Game"
5236,5335,0.506153731764979,"Champ Game"
5236,5438,0.329455606539646,"Champ Game"
5236,5462,0.44358540143459,"Champ Game"
5236,5562,0.24355950680918,"Final Four"
5236,5687,0.449280803715909,"Champ Game"
5236,5735,0.478912452267742,"Champ Game"
5236,5790,0.386735101861222,"Champ Game"
5236,5796,0.453722065562584,"Elite 8"
5236,5814,0.580283661934133,"Champ Game"
5236,5939,0.617021362610808,"Round of 32"
5236,5988,0.534578863591994,"Final Four"
5236,5994,0.653453105978465,"Sweet 16"
5236,6036,0.487239333750054,"Elite 8"
5236,6046,0.500647896391186,"Champ Game"
5236,6059,0.318760058429551,"Champ Game"
